name,price,original_price,sale_price,currency,sku,in_stock,image_url,description,url
"Toner kompatibel HP LJ CE285A  LASERJET PRO M1132, LASERJET PRO M1212NF MFP, LASERJET PRO M1217NFW MFP, LASERJET PRO P1102, LASERJET PRO P1102W,",1700,3000,1700,L,,true,https://eurooffice.al/wp-content/uploads/2018/05/ce285a_2.jpg,"Toner kompatibel HP LJ CE285A LASERJET PRO M1132, LASERJET PRO M1212NF MFP, LASERJET PRO M1217NFW MFP, LASERJET PRO P1102, LASERJET PRO P1102W,",https://eurooffice.al/product/toner-kompatibel-hp-lj-ce285a-laserjet-pro-m1132-laserjet-pro-m1212nf-mfp-laserjet-pro-m1217nfw-mfp-laserjet-pro-p1102-laserjet-pro-p1102w/
"Toner kompatibel HP LJ CE505A  HP:LASERJET P2035, LASERJET P2055D, LASERJET P2055DN",2500,3500,2500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/modeli.jpg,"Toner kompatibel HP LJ CE505A HP:LASERJET P2035, LASERJET P2055D, LASERJET P2055DN",https://eurooffice.al/product/toner-kompatibel-hp-lj-ce505a-hplaserjet-p2035-laserjet-p2055d-laserjet-p2055dn/
"Toner kompatibel HP LJ CE505X  HP:LASERJET P2035, LASERJET P2055D, LASERJET P2055DN",4000,5000,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/modeli.jpg,"Toner kompatibel HP LJ CE505X HP:LASERJET P2035, LASERJET P2055D, LASERJET P2055DN",https://eurooffice.al/product/toner-kompatibel-hp-lj-ce505x-hplaserjet-p2035-laserjet-p2055d-laserjet-p2055dn/
"Toner kompatibel HP LJ CF217A   HP:LASERJET PRO M102A, LASERJET PRO M102W, LASERJET PRO M130A, LASERJET PRO M130FN, LASERJET PRO M130FW, LASERJET PRO M130NW",3000,4000,3000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/aster-hf217a_2.jpg,"Toner kompatibel HP LJ CF217A HP:LASERJET PRO M102A, LASERJET PRO M102W, LASERJET PRO M130A, LASERJET PRO M130FN, LASERJET PRO M130FW, LASERJET PRO M130NW,",https://eurooffice.al/product/toner-kompatibel-hp-lj-cf217a-hplaserjet-pro-m102a-laserjet-pro-m102w-laserjet-pro-m130a-laserjet-pro-m130fn-laserjet-pro-m130fw-laserjet-pro-m130nw/
"Toner kompatibel HP LJ CF226A   HP:LASERJET PRO M402D, LASERJET PRO M402DN, LASERJET PRO M402DW, LASERJET PRO M402N, LASERJET PRO M425FDN, LASERJET PRO MFP M426FDW",4000,4500,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/modeli.jpg,"Toner kompatibel HP LJ CF226A HP:LASERJET PRO M402D, LASERJET PRO M402DN, LASERJET PRO M402DW, LASERJET PRO M402N, LASERJET PRO M425FDN, LASERJET PRO MFP M426FDW",https://eurooffice.al/product/toner-kompatibel-hp-lj-cf226a-hplaserjet-pro-m402d-laserjet-pro-m402dn-laserjet-pro-m402dw-laserjet-pro-m402n-laserjet-pro-m425fdn-laserjet-pro-mfp-m426fdw/
"Toner kompatibel HP LJ CF230A HP:LASERJET PRO M203DN, LASERJET PRO M203DW, LASERJET PRO M227FDW, LASERJET PRO M227SDN",4500,5500,4500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/modeli.jpg,"Toner kompatibel HP LJ CF230A HP:LASERJET PRO M203DN, LASERJET PRO M203DW, LASERJET PRO M227FDW, LASERJET PRO M227SDN",https://eurooffice.al/product/toner-kompatibel-hp-lj-cf230a-hplaserjet-pro-m203dn-laserjet-pro-m203dw-laserjet-pro-m227fdw-laserjet-pro-m227sdn/
BOJE HP 652    F6V24AE  COLOR (Copy),2500,3000,2500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/652-B.jpg,BOJE HP 652 F6V25AE BLACK,https://eurooffice.al/product/boje-hp-652-f6v24ae-color-copy/
"Toner kompatibel HP LJ CF280A  HP:LASERJET PRO 400 M401A, LASERJET PRO 400 M401D, LASERJET PRO 400 M401DN, LASERJET PRO 400 M401DNE,",4500,5500,4500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/ir2-1.jpg,"Toner kompatibel HP LJ CF280A HP:LASERJET PRO 400 M401A, LASERJET PRO 400 M401D, LASERJET PRO 400 M401DN, LASERJET PRO 400 M401DNE",https://eurooffice.al/product/toner-kompatibel-hp-lj-cf280a-hplaserjet-pro-400-m401a-laserjet-pro-400-m401d-laserjet-pro-400-m401dn-laserjet-pro-400-m401dne/
BOJE HP 652   F6V24AE  COLOR,2500,3000,2500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/652-color.jpg,BOJE HP 652 F6V24AE COLOR,https://eurooffice.al/product/boje-hp-652-f6v24ae-color/
"Toner kompatibel HP LJ CF283XU 2400K   HP:LASERJET PRO MFP M125NW, LASERJET PRO MFP M127FN, LASERJET PRO MFP M127FW, LASERJET PRO MFP M201, LASERJET PRO MFP M225",2500,3000,2500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/aster-h283xu_3.jpg,"Toner kompatibel HP LJ CF283XU 2400K HP:LASERJET PRO MFP M125NW, LASERJET PRO MFP M127FN, LASERJET PRO MFP M127FW, LASERJET PRO MFP M201, LASERJET PRO MFP M225",https://eurooffice.al/product/toner-kompatibel-hp-lj-cf283xu-2400k-hplaserjet-pro-mfp-m125nw-laserjet-pro-mfp-m127fn-laserjet-pro-mfp-m127fw-laserjet-pro-mfp-m201-laserjet-pro-mfp-m225/
"Toner kompatibel HP LJ Cf540X ,HP:COLOR LASERJET PRO M254DW, COLOR LASERJET PRO M254NW, COLOR LASERJET PRO MFP M280NW, COLOR LASERJET PRO MFP M281FDN, COLOR LASERJET PRO MFP M281FDW",5000,7200,5000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/m254.gif,"Toner kompatibel HP LJ Cf540X ,HP:COLOR LASERJET PRO M254DW, COLOR LASERJET PRO M254NW, COLOR LASERJET PRO MFP M280NW, COLOR LASERJET PRO MFP M281FDN, COLOR LASERJET PRO MFP M281FDW",https://eurooffice.al/product/toner-kompatibel-hp-lj-cf540x-hpcolor-laserjet-pro-m254dw-color-laserjet-pro-m254nw-color-laserjet-pro-mfp-m280nw-color-laserjet-pro-mfp-m281fdn-color-laserjet-pro-mfp-m281fdw/
BOJE HP 652   F6V24AE  COLOR,2500,3000,2500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/652-color.jpg,BOJE HP 652 F6V24AE COLOR,https://eurooffice.al/product/boje-hp-652-f6v24ae-color-2/
"Toner kompatibel KIOCERA-MITA TK-170 :ECOSYS P2135D, ECOSYS P2135DN, FS-1320D, FS-1370DN",2000,3000,2000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/TK-170.jpg,"Toner kompatibel KIOCERA-MITA TK-170 :ECOSYS P2135D, ECOSYS P2135DN, FS-1320D, FS-1370DN",https://eurooffice.al/product/toner-kompatibel-kiocera-mita-tk-170-ecosys-p2135d-ecosys-p2135dn-fs-1320d-fs-1370dn/
"Toner kompatibel KIOCERA-MITA TK-3100  ECOSYS M3040DN, ECOSYS M3540DN, FS-2100D, FS-4200DN",3000,4000,3000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/TK-3100.jpg,"Toner kompatibel KIOCERA-MITA TK-3100 ECOSYS M3040DN, ECOSYS M3540DN, FS-2100D, FS-4200DN",https://eurooffice.al/product/toner-kompatibel-kiocera-mita-tk-3100-ecosys-m3040dn-ecosys-m3540dn-fs-2100d-fs-4200dn/
Toner  Brother TN-2330,9000,10500,9000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/2330.jpg,"Prodhuesi: Brother Modeli: Toner Brother TN-2330 Toner Brother per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner qe mund te printoj ne total 3,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-brother-tn-2330/
"Toner kompatibel KIOCERA-MITA TK-4105 :TASKalfa 1800, TASKalfa 1801, TASKalfa 2200, TASKalfa 2201",5500,6500,5500,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/tk-4105_1.gif,"Toner kompatibel KIOCERA-MITA TK-4105 :TASKalfa 1800, TASKalfa 1801, TASKalfa 2200, TASKalfa 2201",https://eurooffice.al/product/toner-kompatibel-kiocera-mita-tk-4105-taskalfa-1800-taskalfa-1801-taskalfa-2200-taskalfa-2201/
"Toner kompatibel KIOCERA-MITA TK-475 :FS-6025MFP, FS-6030MFP, FS-6525MFP, FS-6530MFP",5000,6000,5000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/TK-475..png,"Toner kompatibel KIOCERA-MITA TK-475 :FS-6025MFP, FS-6030MFP, FS-6525MFP, FS-6530MFP",https://eurooffice.al/product/toner-kompatibel-kiocera-mita-tk-475-fs-6025mfp-fs-6030mfp-fs-6525mfp-fs-6530mfp/
BOJE HP 901 CC653AE BLACK,2900,3500,2900,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/901.jpg,BOJE HP 901 CC653AE BLACK,https://eurooffice.al/product/boje-hp-901-cc653ae-black/
"Toner kompatibel RICOH  Type 1270D AFICIO 1515, AFICIO 1515F, AFICIO 1515MF, AFICIO 1515PS, AFICIO MP 161, AFICIO MP 161L, AFICIO MP 161LN, AFICIO MP 171, AFICIO MP 171F, AFICIO MP 171SPF, AFICIO MP 201",2500,3000,2500,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/R-1270.jpg,"Toner kompatibel RICOH Type 1270D AFICIO 1515, AFICIO 1515F, AFICIO 1515MF, AFICIO 1515PS, AFICIO MP 161, AFICIO MP 161L, AFICIO MP 161LN, AFICIO MP 171, AFICIO MP 171F, AFICIO MP 171SPF, AFICIO MP 201",https://eurooffice.al/product/toner-kompatibel-ricoh-type-1270d-aficio-1515-aficio-1515f-aficio-1515mf-aficio-1515ps-aficio-mp-161-aficio-mp-161l-aficio-mp-161ln-aficio-mp-171-aficio-mp-171f-aficio-mp-171spf-aficio-mp-2/
BOJE HP 901 CC656AE COLOR,4500,5200,4500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/901C.jpg,BOJE HP 901 CC656AE COLOR,https://eurooffice.al/product/boje-hp-901-cc656ae-color/
BOJE HP 901XL CC654AE BLACK,5000,5800,5000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/XL.jpg,BOJE HP 901XL CC654AE BLACK,https://eurooffice.al/product/boje-hp-901xl-cc654ae-black/
BOJE HP 933XL  CIAN CN054AE,4000,5000,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/933-c.jpg,BOJE HP 933XL CIAN CN054AE,https://eurooffice.al/product/boje-hp-933xl-cian-cn054ae/
BOJE HP 933XL  MAGENTA CN055AE,4000,4500,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/933-M.jpg,BOJE HP 933XL MAGENTA CN055AE,https://eurooffice.al/product/boje-hp-933xl-magenta-cn055ae/
BOJE HP 933XL  YELLOW CN056AE,4000,5000,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/933y.jpg,BOJE HP 933XL YELLOW CN056AE,https://eurooffice.al/product/boje-hp-933xl-yellow-cn056ae/
BOJE HP 950XL CN045AE BLACK,6800,7600,6800,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/950xl.jpg,BOJE HP 950XL CN045AE BLACK,https://eurooffice.al/product/boje-hp-950xl-cn045ae-black/
Toner HP Laser Jet  W1106A (106A),8000,8600,8000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/s-l1600-1.jpg,Prodhuesi:HP Modeli: Toner HP Laser Jet W1106A (106A),https://eurooffice.al/product/toner-hp-laser-jet-w1106a-106a/
BOJE HP 951XL CN046AE CIAN,5600,6200,5600,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/951-xl.jpg,BOJE HP 951XL CN046AE CIAN,https://eurooffice.al/product/boje-hp-951xl-cn046ae-cian/
"Toner  kompatibel  MINOLTA  TN-114   BIZHUB 162, BIZHUB 163, BIZHUB 210, BIZHUB 211, DI 152, DI 1611, DI 183, DI 2011",3000,3500,3000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/114-C.jpg,"Toner kompatibel MINOLTA TN-114 BIZHUB 162, BIZHUB 163, BIZHUB 210, BIZHUB 211, DI 152, DI 1611, DI 183, DI 2011",https://eurooffice.al/product/toner-kompatibel-minolta-tn-114-bizhub-162-bizhub-163-bizhub-210-bizhub-211-di-152-di-1611-di-183-di-2011/
"Toner  kompatibel  MINOLTA  TN-116   BIZHUB 164, BIZHUB 165, BIZHUB 184, BIZHUB 185, BIZHUB 195, BIZHUB 215, BIZHUB 235",3500,4000,3500,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/toner-minolta-tn116.jpg,"Toner kompatibel MINOLTA TN-116 BIZHUB 164, BIZHUB 165, BIZHUB 184, BIZHUB 185, BIZHUB 195, BIZHUB 215, BIZHUB 235",https://eurooffice.al/product/toner-kompatibel-minolta-tn-116-bizhub-164-bizhub-165-bizhub-184-bizhub-185-bizhub-195-bizhub-215-bizhub-235/
BOJE HP 951XL CN047AE MAGENTA,5600,6200,5600,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/951XL-M.jpg,BOJE HP 951XL CN047AE MAGENTA,https://eurooffice.al/product/boje-hp-951xl-cn047ae-magenta/
"Toner  kompatibel  MINOLTA  TN-217   BIZHUB 223, BIZHUB 283",4000,4500,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/tn-118.jpg,"Toner kompatibel MINOLTA TN-217 BIZHUB 223, BIZHUB 283",https://eurooffice.al/product/toner-kompatibel-minolta-tn-217-bizhub-223-bizhub-283/
"Toner  kompatibel  MINOLTA  TN-118   BIZHUB 164, BIZHUB 165, BIZHUB 184, BIZHUB 185, BIZHUB 195, BIZHUB 215, BIZHUB 235",4000,4500,4000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/tn-118.jpg,"Toner kompatibel MINOLTA TN-118 BIZHUB 164, BIZHUB 165, BIZHUB 184, BIZHUB 185, BIZHUB 195, BIZHUB 215, BIZHUB 235",https://eurooffice.al/product/toner-kompatibel-minolta-tn-118-bizhub-164-bizhub-165-bizhub-184-bizhub-185-bizhub-195-bizhub-215-bizhub-235/
BOJE HP 951XL CN048AE YELLOW,6000,6700,6000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/951-XL-Y.jpg,BOJE HP 951XL CN048AE YELLOW,https://eurooffice.al/product/boje-hp-951xl-cn048ae-yellow/
BOJE HP 953XL  CIAN F6U16AE,6000,6800,6000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/953-C.jpeg,BOJE HP 953XL CIAN F6U16AE,https://eurooffice.al/product/boje-hp-953xl-cian-f6u16ae/
"Toner  MINOLTA  TN-114   BIZHUB 162, BIZHUB 163, BIZHUB 210, BIZHUB 211, DI 152, DI 1611, DI 183, DI 2011",5000,6000,5000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/114-O.jpg,"Toner MINOLTA TN-114 BIZHUB 162, BIZHUB 163, BIZHUB 210, BIZHUB 211, DI 152, DI 1611, DI 183, DI 2011",https://eurooffice.al/product/toner-minolta-tn-114-bizhub-162-bizhub-163-bizhub-210-bizhub-211-di-152-di-1611-di-183-di-2011/
BOJE HP 953XL  MAGENTA F6U17AE,6000,6800,6000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/953-M.jpg,BOJE HP 953XL MAGENTA F6U17AE,https://eurooffice.al/product/boje-hp-953xl-magenta-f6u17ae/
"Toner  RICOH  Type 2220D  AFICIO 1022, AFICIO 1027, AFICIO 1032, AFICIO 2022, AFICIO 2027, AFICIO 2032, AFICIO 3025, AFICIO 3030, AFICIO MP 2352, AFICIO MP 2510, AFICIO MP 2550, AFICIO MP 2851, AFICIO MP 2852, AFICIO MP 3010, AFICIO MP 3350, AFICIO MP 3351, AFICIO MP 3352, MP 2553, MP 3353",4500,5000,4500,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/2220-R.jpg,"Toner RICOH Type 2220D AFICIO 1022, AFICIO 1027, AFICIO 1032, AFICIO 2022, AFICIO 2027, AFICIO 2032, AFICIO 3025, AFICIO 3030, AFICIO MP 2352, AFICIO MP 2510, AFICIO MP 2550, AFICIO MP 2851, AFICIO MP 2852, AFICIO MP 3010, AFICIO MP 3350, AFICIO MP 3351, AFICIO MP 3352, MP 2553, MP 3353",https://eurooffice.al/product/toner-ricoh-type-2220d-aficio-1022-aficio-1027-aficio-1032-aficio-2022-aficio-2027-aficio-2032-aficio-3025-aficio-3030-aficio-mp-2352-aficio-mp-2510-aficio-mp-2550-aficio-mp-2851-aficio/
BOJE HP 953XL  YELLOW  F6U18AE,6000,6800,6000,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/953-Y.jpg,BOJE HP 953XL CN048AE YELLOW F6U18AE,https://eurooffice.al/product/boje-hp-953xl-cn048ae-yellow-f6u18ae/
"Toner  RICOH  Type 6210D  AFICIO 1060, AFICIO 1075, AFICIO 2051, AFICIO 2060, AFICIO 2075, AFICIO MP 5500, AFICIO MP 6000, AFICIO MP 6500, AFICIO MP 7000, AFICIO MP 7500, AFICIO MP 8000, MP 9003SP",9000,9500,9000,L,,true,https://eurooffice.al/wp-content/uploads/2020/06/6210.jpg,"Toner RICOH Type 6210D AFICIO 1060, AFICIO 1075, AFICIO 2051, AFICIO 2060, AFICIO 2075, AFICIO MP 5500, AFICIO MP 6000, AFICIO MP 6500, AFICIO MP 7000, AFICIO MP 7500, AFICIO MP 8000, MP 9003SP",https://eurooffice.al/product/toner-ricoh-type-6210d-aficio-1060-aficio-1075-aficio-2051-aficio-2060-aficio-2075-aficio-mp-5500-aficio-mp-6000-aficio-mp-6500-aficio-mp-7000-aficio-mp-7500-aficio-mp-8000-mp-9003sp/
BOJE HP 953XL Black L0S70AE,8500,9000,8500,L,,true,https://eurooffice.al/wp-content/uploads/2024/06/8f963d92ccf6367f9cd7880b1744e501e5c6cb55_466488.jpg,,https://eurooffice.al/product/boje-hp-953xl-yellow-l0s70ae/
"Toner  XEROX WORKCENTRE 5325, WORKCENTRE 5330, 006R01160",14500,16000,14500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/toner-xerox-5330.jpg,"Prodhuesi: Xerox Modeli:Toner XEROX WORKCENTRE 5325, WORKCENTRE 5330, 006R01160 Toner Xerox per Printera Laser. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Instalohet lehtesisht ne printerin tuaj. Toner i zi qe mund te printoj ne total 3,000 flete. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/toner-xerox-workcentre-5325-workcentre-5330-006r01160/
Boje HP DJ 650 Black,2500,2800,2500,L,,true,https://eurooffice.al/wp-content/uploads/2018/01/HP.png,"Prodhuesi: HP Modeli: Boje HP DJ 650 Black Toner HP per printera Inkjet me ngjyre te zeze dhe me ngjyra. Ky produkt cilesor ofron saktesi dhe definicion te larte per dokumentat e printuar. Te gjitha produktet tona jane te nje cilesie te larte dhe me cmimet me konkurruese ne treg. Ne tregohemi te kujdesshem ne perzgjedhjen e partnereve tane per te sjelle prane jush produkte cilesore. Tek ne do te gjeni gjithe gamen e artikujve qe ju nevojitet ne zyra, institucione si dhe artikuj shkollore.",https://eurooffice.al/product/hp-650/
"Toner Brother compatibel Brother  TNB023 , B7520DW/HL- B2080DW/MFC B7715DW, (2k.)",2000,3000,2000,L,,true,https://eurooffice.al/wp-content/uploads/2025/04/TNB023.jpg,"Toner Brother TN 3430/3480 Compatibel 8K Drum dhe toner compatible te cilesis se lart , jo te rimbushur . Cdo produkte eshte i certifikuar dhe me stampe sigurie . Kod art : TBTN3480CH",https://eurooffice.al/product/toner-brother-compatibel-brother-tnb023-b7520dw-hl-b2080dw-mfc-b7715dw-2k/
BOJE HP Multipack Originale B/C/M/Y (932XL) (933XL)   C2P42A,12500,13700,12500,L,,true,https://eurooffice.al/wp-content/uploads/2020/05/933-SET.jpg,BOJE HP Multipack Originale B/C/M/Y (932XL) (933XL) C2P42A,https://eurooffice.al/product/boje-hp-multipack-originale-b-c-m-y-932xl-933xl-c2p42a/
